Transcription	Gloss	Translation	Orthography	Notes	ID	RecordingQaulity	Date	Location	Speaker	Filename
pɒɻɒp	available	available	պարապ		NK_10_26_21_102	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_102_pɒɻɒp
pɒɻɒp e-m	available is-1SG	I'm available	պարապ եմ		NK_10_26_21_099	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_099_pɒɻɒp e-m
pɒɻtkʰ-eɻ	debt-PL	debts	պարտքեր		NK_02_15_22_049	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_049_pɒɻtkʰ-eɻ
pɒterɒzm	war	war	պատերազմ		NK_03_23_21_122	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_122_pɒterɒzm
pɒterɒzm	war	war	պատերազմ		NK_03_23_21_123	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_123_pɒterɒzm
pɒterɒzm	war	war	պատերազմ		NK_03_23_21_124	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_124_pɒterɒzm
pɒterɒzm	war	war	պատերազմ		NK_03_23_21_125	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_125_pɒterɒzm
pʰɒɻkʰ	glory	glory	փառք	pronounced r as ɻ	NK_03_23_21_126	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_126_pʰɒɻkʰ
pʰɒɻrʰ	glory	glory	փառք		NK_03_23_21_127	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_127_pʰɒɻrʰ
pʰesɒ-t	groom-POSS.2SG	your.SG groom	փեսադ		NK_10_26_21_103	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_103_pʰesɒ-t
pʰetuɻ	feather	feather	փետուր		NK_10_26_21_104	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_104_pʰetuɻ
pʰiʁ	elephant	elephant	փիղ		NK_03_23_21_128	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_128_pʰiʁ
pʰiʁ	elephant	elephant	փիղ		NK_03_23_21_129	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_129_pʰiʁ
pʰiʁ	elephant	elephant	փիղ		NK_03_23_21_130	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_130_pʰiʁ
pʰiʁ	elephant	elephant	փիղ		NK_10_26_21_105	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_105_pʰiʁ
pʰiʁ	elephant	elephant	փիղ		NK_10_26_21_106	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_106_pʰiʁ
pʰoʁ	money	money	փող		NK_03_23_21_131	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_131_pʰoʁ
pʰoʃi	dust	dust	փոշի		NK_12_16_21_150	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_150_pʰoʃi
pot͡ʃʰ	tail	tail	պոչ		NK_10_26_21_107	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_107_pot͡ʃʰ
pot͡ʃʰ	tail	tail	պոչ		NK_10_26_21_108	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_108_pot͡ʃʰ
rɒzmik	Razmik	Razmik	Ռազմիկ		NK_03_23_21_132	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_132_rɒzmik
rɒzmik	Razmik	Razmik	Ռազմիկ		NK_03_23_21_133	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_133_rɒzmik
rezin	eraser	eraser	ռեզին		NK_03_23_21_134	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_134_rezin
rezin	eraser	eraser	ռեզին		NK_03_23_21_135	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_135_rezin
ɻɒfi	Raffi	Raffi	Րաֆֆի		NK_03_23_21_136	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_136_ɻɒfi
ɻɒfi	Raffi	Raffi	Րաֆֆի		NK_03_23_21_137	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_137_ɻɒfi
sɒpun	soap	soap	սապուն 		NK_10_26_21_109	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_109_sɒpun
sɒrə	cold	cold	սառը		NK_03_23_21_138	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_138_sɒrə
sɒrə	cold	cold	սառը		NK_03_23_21_139	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_139_sɒrə
sɒrut͡sʰ	ice	ice	սառուց		NK_03_23_21_140	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_140_sɒrut͡sʰ
sɒɻ	mountain	mountain	սար		NK_03_23_21_141	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_141_sɒɻ
sɒɻ	mountain	mountain	սար		NK_03_23_21_142	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_142_sɒɻ
sɒɻ	mountain	mountain	սար		NK_03_23_21_143	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_143_sɒɻ
senjɒk	room	room	սենեակ		NK_12_16_21_175	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_175_senjɒk
senjɒk	room	room	սենեակ		NK_12_16_21_176	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_176_senjɒk
senjɒk-ə mɒkʰɻ-ɒ-m	room-DEF clean-PST-1sg	I cleaned the room	սենեակը մաքրամ		NK_12_16_21_151	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_151_senjɒk-ə mɒkʰɻ-ɒ-m
senjɒk-ə mɒkʰɻ-ɒ-m	room-DEF clean-PST-1sg	I cleaned the room	սենեակը մաքրամ		NK_12_16_21_152	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_152_senjɒk-ə mɒkʰɻ-ɒ-m
senjɒk-ə mɒkʰuɻ ɒ	room-DEF clean is	the room is clean	սենեակը մաքուր ա		NK_12_16_21_153	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_153_senjɒk-ə mɒkʰuɻ ɒ
senjɒk-əs	room-POSS.1SG	my room	սենեակս		NK_12_16_21_156	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_156_senjɒk-əs
senjɒk-əs mɒkʰɻ-ɒ-m	room-POSS.1SG clean-PST-1sg	I cleaned my room	սենեակս մաքրամ		NK_12_16_21_154	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_154_senjɒk-əs mɒkʰɻ-ɒ-m
senjɒk-əs mɒkʰuɻ ɒ	room-POSS.1SG clean is-1sg	My room is clean	սենեակս մաքուր ա		NK_12_16_21_155	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_155_senjɒk-əs mɒkʰuɻ ɒ
senjɒk-ət	room-POSS.2SG	your room	սենեակդ		NK_12_16_21_157	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_157_senjɒk-ət
senjɒk-i ɡujn-ə	room-GEN color-DEF	the room's color	սենեակի գոյնը		NK_12_16_21_158	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_158_senjɒk-i ɡujn-ə
senjɒk-i-s ɡiɻkʰ təv-ɒ-m	room-DAT-POSS.2SG book give-PST-1SG	I gave books to my room	սենեակիս գիրք տուամ		NK_12_16_21_159	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_159_senjɒk-i-s ɡiɻkʰ təv-ɒ-m
senjɒk-i-s ɡujn-ə	room-GEN-POSS.1SG color-DEF	The color of my room	սենեակիս գոյնը		NK_12_16_21_160	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_160_senjɒk-i-s ɡujn-ə
senjɒk-it͡sʰ	room-ABL	from the room	սենեակից		NK_12_16_21_162	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_162_senjɒk-it͡sʰ
senjɒk-it͡sʰ-əs	room-ABL-POSS.1SG	From my room	սենեակիցս		NK_12_16_21_161	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_161_senjɒk-it͡sʰ-əs
senjɒk-neɻ-ə mɒkʰɻ-ɒ-m	room-PL-DEF clean-PST-1SG	I cleaned the room	սենեակները մաքրամ		NK_12_16_21_163	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_163_senjɒk-neɻ-ə mɒkʰɻ-ɒ-m
senjɒk-neɻ-ə mɒkʰuɻ e-n	room-PL-DEF clean is-3PL	The rooms are clean	սենեակները մաքուր են		NK_12_16_21_164	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_164_senjɒk-neɻ-ə mɒkʰuɻ e-n
senjɒk-neɻ-i ɡujn-ə	room-PL-GEN color-DEF	The color of the rooms	սենեակների գոյնը		NK_12_16_21_165	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_165_senjɒk-neɻ-i ɡujn-ə
senjɒk-neɻ-i-n ɡiɻkʰ təv-ɒ-m	room-PL-DAT-DEF book give-PST-1SG	I gave books to the rooms	սենեակներին գիրք տուամ		NK_12_16_21_166	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_166_senjɒk-neɻ-i-n ɡiɻkʰ təv-ɒ-m
senjɒk-neɻ-it͡sʰ	room-PL-ABL	from the rooms	սենեակներից		NK_12_16_21_167	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_167_senjɒk-neɻ-it͡sʰ
senjɒk-neɻ-ov	room-PL-INS	with the rooms	սենեակներով		NK_12_16_21_168	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_168_senjɒk-neɻ-ov
senjɒk-neɻ-um	room-PL-LOC	in the rooms	սենեակներում		NK_12_16_21_169	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_169_senjɒk-neɻ-um
senjɒk-ov	room-INS	with the room	սենեակով		NK_12_16_21_172	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_172_senjɒk-ov
senjɒk-ov-əs	room-INS-POSS.1SG	With my room	սենեակովս		NK_12_16_21_170	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_170_senjɒk-ov-əs
senjɒk-ov-əs	room-INS-POSS.1SG	With my room	սենեակովս		NK_12_16_21_171	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_171_senjɒk-ov-əs
senjɒk-um	room-LOC	in the room	սենեակում		NK_12_16_21_174	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_174_senjɒk-um
senjɒk-um-əs	room-LOC-POSS.1SG	In my room	սենեակումս		NK_12_16_21_173	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_173_senjɒk-um-əs
səɻɒ ɡiɻkʰ-ə	this.GEN book-DEF	this one's book	սրա գիրքը		NK_02_15_22_050	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_050_səɻɒ ɡiɻkʰ-ə
səɻɒ ɡujn-ə	he.GEN color-DEF	This one's color	սրա գոյնը		NK_12_16_21_177	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_177_səɻɒ ɡujn-ə
səɻɒn təv-ɒ-m	this.DAT give-PST-1SG	I gave it to this one	սրան տուամ		NK_02_15_22_051	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_051_səɻɒn təv-ɒ-m
səɻɒn təv-ɒ-m	he.DAT give-PST-1SG	I gave it to this one	Սրան տուամ		NK_12_16_21_178	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_178_səɻɒn təv-ɒ-m
səɻɒn təv-ɒ-m	he.DAT give-PST-1SG	I gave it to this one	Սրան տուամ		NK_12_16_21_179	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_179_səɻɒn təv-ɒ-m
səɻɒn təv-ɒ-m	he.DAT give-PST-1SG	I gave it to this one	Սրան տուամ		NK_12_16_21_180	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_180_səɻɒn təv-ɒ-m
səɻɒn t͡ʃɒʃ təv-ɒ-m	this.DAT food give-PST-1SG	I gave food to this one	սրան ճաշ տուամ		NK_02_15_22_052	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_052_səɻɒn t͡ʃɒʃ təv-ɒ-m
səɻɒn-it͡sʰ	this-ABL	from this	սրանից		NK_12_16_21_181	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_181_səɻɒn-it͡sʰ
səɻɒn-it͡sʰ	this-ABL	from these	սրանից		NK_12_16_21_182	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_182_səɻɒn-it͡sʰ
səɻɒn-ov	this-INS	with this	սրանով		NK_12_16_21_183	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_183_səɻɒn-ov
səɻɒn-um	this-LOC	in this	սրանում		NK_12_16_21_184	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_184_səɻɒn-um
səɻɒnt͡sʰ təv-ɒ-m	these give-PST-1SG	I gave it to these	Սրանց տուամ		NK_12_16_21_185	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_185_səɻɒnt͡sʰ təv-ɒ-m
səɻɒnt͡sʰ-um	these-LOC	in these	սրանցում		NK_12_16_21_186	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_186_səɻɒnt͡sʰ-um
səɻɒnt͡sʰ-um	these-LOC	in these	սրանցում		NK_12_16_21_187	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_187_səɻɒnt͡sʰ-um
səɻɒŋkʰ e-m uz-um	these is-1SG want-IMPF.CVB	I want these	Սրանք եմ ուզում		NK_12_16_21_188	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_188_səɻɒŋkʰ e-m uz-um
səɻɒŋkʰ e-m uz-um	these is-1SG want-IMPF.CVB	I want these	Սրանք եմ ուզում		NK_12_16_21_189	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_189_səɻɒŋkʰ e-m uz-um
səɻɒŋkʰ e-m uz-um	these is-1SG want-IMPF.CVB	I want these	Սրանք եմ ուզում		NK_12_16_21_190	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_190_səɻɒŋkʰ e-m uz-um
səɻɒŋkʰ ɡiɻkʰ e-n	these book is-3PL	these are books	սրանք գիրք են		NK_02_15_22_053	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_053_səɻɒŋkʰ ɡiɻkʰ e-n
siɻ-ɒ-m	like-PST-1SG	I liked	սիրամ		NK_03_23_21_144	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_144_siɻ-ɒ-m
siɻ-ɒ-t͡sʰ-i-m	like-TH-AOR-PST-1SG	I liked it	սիրացիմ		NK_03_09_21_189	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_189_siɻ-ɒ-t͡sʰ-i-m
siɻ-ɒ-t͡sʰ-i-m	like-TH-AOR-PST-1SG	I liked	սիրացիմ		NK_03_23_21_145	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_145_siɻ-ɒ-t͡sʰ-i-m
siɻ-ɒ-t͡sʰ-i-m kʰez	like-TH-AOR-PST-1SG you.SG.DAT	I liked you.SG	սիրացիմ քեզ		NK_03_09_21_188	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_188_siɻ-ɒ-t͡sʰ-i-m kʰez
siɻ-ɒ-t͡sʰ-i-ŋkʰ	like-TH-AOR-PST-1PL	we liked	սիրացինք		NK_03_23_21_146	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_146_siɻ-ɒ-t͡sʰ-i-ŋkʰ
siɻ-e-l	like-TH-INF	to like	սիրել	initial sound is previous vowel	NK_03_23_21_148	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_148_siɻ-e-l
siɻ-e-l-uw e-m	like-TH-INF-FUT.CVB is-1SG	I will like	սիրելու եմ	w epenthesis	NK_03_23_21_147	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_147_siɻ-e-l-uw e-m
siɻ-el e-m	like-PERF.CVB is-1SG	I have loved	սիրել եմ		NK_03_09_21_190	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_190_siɻ-el e-m
siɻ-um ∅-i-m kʰez	like-PERF.CVB is-PST-1SG you.SG.DAT	I liked you.SG	սիրում իմ քեզ		NK_03_09_21_191	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_191_siɻ-um ∅-i-m kʰez
skizb	beginning	beginning	սկիզբ		NK_02_15_22_054	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_054_skizb
skizb	beginning	beginning	սկիզբ		NK_02_15_22_055	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_055_skizb
st-ɒ-n-ɒ-l	receive-LV-INCH-TH-INF	to receive	ստանալ		NK_03_23_21_149	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_149_st-ɒ-n-ɒ-l
st-ɒ-n-ɒ-l	receive-LV-INCH-TH-INF	to receive	ստանալ		NK_03_23_21_150	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_150_st-ɒ-n-ɒ-l
st-ɒ-t͡sʰ-ɒ-m	receive-LV-AOR-PST-1SG	I received	ստացամ		NK_03_23_21_151	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_151_st-ɒ-t͡sʰ-ɒ-m
st-ɒ-t͡sʰ-ɒt͡sʰ	receive-LV-AOR-RPTCP	received (participle)	ստացած		NK_03_23_21_152	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_152_st-ɒ-t͡sʰ-ɒt͡sʰ
st-ɒ-t͡sʰ-oʁ-ə	receive-LV-AOR-SPTCP-DEF	the receiver	ստացողը	didn't say initial s	NK_03_23_21_153	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_153_st-ɒ-t͡sʰ-oʁ-ə
st-ɒ-t͡sʰ-v-e-l	receive-LV-AOR-PASS-TH-INF	to work out (Lit: to be received)	ստացուել		NK_03_23_21_154	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_154_st-ɒ-t͡sʰ-v-e-l
steʁ	here	here	ստեղ		NK_02_15_22_056	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_056_steʁ
sut	lie	lie	սուտ		NK_10_26_21_110	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_110_sut
sut	lie	lie	սուտ		NK_10_26_21_111	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_111_sut
ʃɒh	gain	gain	շահ		NK_03_23_21_155	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_155_ʃɒh
ʃɒkʰɒɻ	sugar	sugar	շաքար		NK_10_26_21_112	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_112_ʃɒkʰɒɻ
ʃɒkʰɒɻ	sugar	sugar	շաքար		NK_10_26_21_113	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_113_ʃɒkʰɒɻ
ʃɒpʰɒtʰ	week	week	շաբաթ		NK_10_26_21_114	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_114_ʃɒpʰɒtʰ
ʃəχtʰɒ	chain	chain	շղթայ		NK_10_26_21_116	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_116_ʃəχtʰɒ
ʃəχtʰɒ-t	chain-POSS.2SG	your.SG chain	շղթադ		NK_10_26_21_115	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_115_ʃəχtʰɒ-t
ʃtɒp	hasty	hasty	շտապ		NK_10_26_21_119	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_119_ʃtɒp
ʃtɒp-e-l	hasten-TH-INF	to hasten	շտապել		NK_10_26_21_117	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_117_ʃtɒp-e-l
ʃtɒp-e-l	hasten-TH-INF	to hasten	շտապ		NK_10_26_21_118	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_118_ʃtɒp-e-l
t-ɒ-l	give-TH-INF	to give	տալ		NK_04_13_21_041	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_041_t-ɒ-l
t-ɒ-l-is e-m	give-TH-INF-IMPF.CVB is-1SG	I am giving	տալիս եմ		NK_04_13_21_038	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_038_t-ɒ-l-is e-m
t-ɒ-l-is e-m u t͡sɒχ-um e-m	give-TH-INF-IMPF.CVB is-1SG and sell-IMPF.CVB is-1SG	I am giving and I am selling	տալիս եմ ու ծախում եմ		NK_04_13_21_037	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_037_t-ɒ-l-is e-m u t͡sɒχ-um e-m
t-ɒ-l-is el e-m	give-TH-INF-IMPF.CVB also is-1SG	I am also giving	տալիս էլ եմ		NK_04_13_21_039	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_039_t-ɒ-l-is el e-m
t-ɒ-l-is kɒm t͡sɒχ-um e-m	give-TH-INF-IMPF.CVB or sell-IMPF.CVB is-1SG	I am giving or selling	տալիս կամ ծախում եմ		NK_04_13_21_040	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_040_t-ɒ-l-is kɒm t͡sɒχ-um e-m
tɒ-ji-m	give-PST-1SG	(If) I was going to give	տայիմ	omitted clause	NK_04_13_21_042	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_042_tɒ-ji-m
tɒ-ji-m	give-PST-1SG	(If) I was going to give	տայիմ	omitted clause	NK_04_13_21_043	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_043_tɒ-ji-m
tɒ-ji-m	give-PST-1SG	(If) I was going to give	տայիմ	omitted clause	NK_04_13_21_044	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_044_tɒ-ji-m
tɒr	letter	letter	տառ		NK_03_23_21_156	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_156_tɒr
tɒr	letter	letter	տառ		NK_03_23_21_157	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_157_tɒr
tɒɻedɒɻt͡sʰ-ət jeɻpʰ ɒ	birthday-POSS.2SG when is	when is your birthday?	տարեդարձդ ե՞րբ ա		NK_02_15_22_057	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_057_tɒɻedɒɻt͡sʰ-ət jeɻpʰ ɒ
tɒɻedɒɻt͡sʰ-ət jeɻpʰ ɒ	birthday-POSS.2SG when is	when is your birthday?	տարեդարձդ ե՞րբ ա		NK_02_15_22_058	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_058_tɒɻedɒɻt͡sʰ-ət jeɻpʰ ɒ
tɒɻi	year	year	տարի		NK_03_23_21_158	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_158_tɒɻi
tɒɻi	year	year	տարի		NK_03_23_21_159	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_159_tɒɻi
tes-ɒ-m iɻɒn 	see-PST-1SG he.DAT	I saw him	տեսամ իրան		NK_02_15_22_059	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_059_tes-ɒ-m iɻɒn 
tes-ɒ-m nəɻɒn 	see-PST-1SG he.DAT	I saw him	տեսամ նրան		NK_02_15_22_060	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_060_tes-ɒ-m nəɻɒn 
təɻɒ ɡujn-ə	that.GEN color-DEF	that one's color	դրա գոյնը		NK_02_15_22_061	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_061_təɻɒ ɡujn-ə
təɻɒn	that.DAT	that.DAT	դրան		NK_02_15_22_067	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_067_təɻɒn
təɻɒn	that.DAT	that.DAT	դրան		NK_02_15_22_068	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_068_təɻɒn
təɻɒn təv-ɒ-m	that.DAT give-PST-1SG	I gave it to that one	դրան տուամ		NK_02_15_22_062	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_062_təɻɒn təv-ɒ-m
təɻɒn-it͡sʰ	that-ABL	from that	դրանից		NK_02_15_22_063	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_063_təɻɒn-it͡sʰ
təɻɒn-it͡sʰ	from that	from that	դրանից		NK_02_15_22_064	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_064_təɻɒn-it͡sʰ
təɻɒn-ov	that-INS	with that	դրանով		NK_02_15_22_065	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_065_təɻɒn-ov
təɻɒn-ov	that-INS	with that one	դրանով		NK_02_15_22_066	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_066_təɻɒn-ov
təɻɒnt͡sʰ-it͡sʰ	those-ABL	from those ones	դրանցից		NK_02_15_22_069	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_069_təɻɒnt͡sʰ-it͡sʰ
təɻɒŋkʰ	those	those ones	դրանք		NK_02_15_22_070	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_070_təɻɒŋkʰ
təɻɒŋkʰ	those	those ones	դրանք		NK_02_15_22_071	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_071_təɻɒŋkʰ
təv-ɒ-m	give-PST-1SG	I gave	տուամ		NK_04_13_21_045	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_045_təv-ɒ-m
təv-ɒt͡sʰ	give-RPTCP	given (participle)	տուած		NK_04_13_21_047	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_047_təv-ɒt͡sʰ
təv-ɒt͡sʰ ɡiɻkʰ-ə	give-RPTCP book-DEF	the given book	տուած գիրքը		NK_04_13_21_046	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_046_təv-ɒt͡sʰ ɡiɻkʰ-ə
təv-ekʰ	give-IMP.2PL	give.PL!	տուէք		NK_04_13_21_048	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_048_təv-ekʰ
təv-oʁ	give-SPTCP	giver	տուող		NK_04_13_21_049	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_049_təv-oʁ
tʰɒɡ	crown	crown	թագ		NK_03_23_21_160	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_160_tʰɒɡ
tʰɒɡ	crown	crown	թագ		NK_03_23_21_161	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_161_tʰɒɡ
tʰɒɡ	crown	crown	թագ		NK_03_23_21_162	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_162_tʰɒɡ
tʰɒɡ	crown	crown	թագ		NK_03_23_21_163	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_163_tʰɒɡ
tʰɒkʰɒvoɻ	king	king	թագաւոր		NK_03_23_21_164	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_164_tʰɒkʰɒvoɻ
tʰɒt͡sʰ	wet	wet	թաց		NK_10_26_21_120	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_120_tʰɒt͡sʰ
tʰej	tea	tea	թէյ		NK_12_16_21_191	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_191_tʰej
tʰej	tea	tea	թէյ		NK_12_16_21_192	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_192_tʰej
